_id	language	name	type	requires	text	rules
32	fr	Apprenti	Action		<b>+1 Action</b><br/><br/>Écartez une carte de votre main.<br/>+1 Carte par <c/> qu'elle coûte. <br/>+2 Cartes supplémentaires si elle a <pot/> dans son coût.	
33	fr	Transmutation	Action		Écartez une carte de votre main.<br/> Si c'est...<br/>une carte <i>Action</i>, recevez un <i>Duché</i>;<br/>une carte <i>Trésor</i>, recevez une Transmutation;<br/>une carte <i>Victoire</i>, recevez un <i>Or</i>.	
34	fr	Vignoble	Victoire		Vaut <vp>1</vp> pour chaque 3 cartes Action dans votre deck (arrondi à l'uniyé inférieure).	
35	fr	Apothicaire	Action		<b>+1 Carte<br/>+1 Action</b><br/><br/>Dévoilez les 4 premières cartes de votre deck. Placez les cartes <i>Cuivre</i> et Potion ainsi dévoilées dans votre main. <br/>Placez les autres cartes sur le dessus de votre deck dans l'ordre de votre choix.	
36	fr	Bassin divinatoire	Action Attaque		<b>+1 Action</b><br/>Tous les joueurs (vous aussi) dévoilent la première carte de leur deck. Décidez ensuite pour chaque carte dévoilée si elle est défaussée ou replacée sur son deck. <br/>Après, dévoilez des cartes de votre deck jusqu'à ce que vous dévoiliez une carte qui n'est pas une carte <i>Action</i>. Ajoutez toutes les cartes dévoilées à votre main.	
37	fr	Université	Action		<b>+2 Actions</b><br/><br/>Vous pouvez recevoir une carte <i>Action</i> coûtant jusqu'à <c>5</c>.	
38	fr	Alchimiste	Action		<b>+2 Cartes<br/>+1 Action</b><hr/>Lorsque vous défaussez cette carte de votre zone de jeu, vous pouvez la placer sur le dessus de votre deck si vous avez une potion en jeu.	
39	fr	Familier	Action Attaque	Nécessite: Malédiction	<b>+1 Carte<br/>+1 Action</b><br/><br/>Tous vos adversaires reçoivent une carte Malédicition.	
40	fr	Pierre philosophale	Trésor		Lorsque vous jouez cette carte, comptez le nombre de cartes de votre deck et de votre défausse.<br/>Vaut <c>1</c> par tranche de 5 cartes qu'il y a au total <br/>(arrondi à l'unité inférieure).	
41	fr	Golem	Action		Dévoilez des cartes de votre deck jusqu'à ce que vous ayez dévoilé 2 cartes Actions qui ne sont pas Golem.<br/>Défaussez les autres cartes et jouez ensuite les cartes Action ainsi dévoilées, dans l'ordre de votre choix.	
42	fr	Possession	Action		Après votre tour, le joueur de votre gauche joue un tour supplémentaire lors duquel vous pouvez voir toutes ses cartes et vous prenez toutes les décisions pour lui.<br/>Vous obtenez à sa place toutes les cartes qu'il obtient lors de ce tour. Les cartes écartées sont mises de côté et placées dans sa défausse à la fin du tour.	
43	fr	Cour	Action		<b>+3 Cartes</b><br/><br/>Placez une carte de votre main sur le dessus de votre deck.	
44	fr	Pion	Action		Choisissez deux options différentes:<br/>+1 Carte;<br/>+1 Action;<br/>+1 Achat;<br/>+<c>1</c>.	
45	fr	Chambre secrete	Action Reaction		Défaussez autant de cartes que vous voulez. +<c>1</c> par carte défaussée.<hr/>Lorsqu'un adversaire joue une carte <i>Attaque</i>, vous pouvez dévoiler cette carte de votre main. Dans ce cas, +2 Cartes et placez ensuite sur votre deck 2 cartes de votre main.	
46	fr	Grand Hall	Action Victoire		<b>+1 Carte<br/>+1 Action</b><hr/><big> <vp>1</vp> </big>	
47	fr	Mascarade	Action		<b>+2 Cartes</b><br/><br/>Chaque joueur passe simultanément une carte de sa main au joueur de sa gauche.<br/>Vous pouvez ensuite écarter une carte de votre main.	
48	fr	Taudis	Action		<b>+2 Action</b><br/><br/>Dévoilez votre main.<br/>Si vous n'avez aucune carte <i>Action</i> en main, +2 Cartes.	
49	fr	Intendant	Action		Choisissez: +2 Cartes <b>OU</b> +<c>2</c> <b>OU</b> écartez 2 cartes de votre main.	
50	fr	Escroc	Action Attaque		<b>+<c>2</c></b><br/><br/>Tous vos adversaires écartent la carte au dessus de leur deck et reçoivent une carte du même coût que vous choisissez.	
51	fr	Puits aux souhaits	Action		<b>+1 Carte<br/>+1 Action</b><br/><br/>Nommez une carte.<br/>Dévoilez la première carte de votre deck. Si c'est la carte nommée, prenez la dans votre main.	
52	fr	Baron	Action		<b>+1 Carte</b><br/><br/>Vous pouvez défaussez une carte <i>Domaine</i>. Dans ce cas, obtenez +<c>4</c>. Sinon, recevez une carte <i>Domaine</i>.	
53	fr	Pont	Action		<b>+1 Achat<br/>+<c>1</c></b><br/><br/>Toutes les cartes (incluant celles dans la main des joueurs) coûtent <c>1</c> de moins pour le reste de votre tour. Les cartes ne peuvent pas coûter moins de <c>0</c>.	
54	fr	Conspirateur	Action		<b>+<c>2</c></b><br/><br/>Si vous avez joué 3 cartes Action ou plus ce tour-ci (en comptant cette carte) : +1 Carte, +1 Action.	
55	fr	Chaudronnier	Action		Les cartes <i>Cuivre</i> donnent <c>1</c> de plus ce tour-ci.	
56	fr	Fonderie	Action		Recevez une carte coûtant jusqu'à <c>4</c>.<br/><br/>Si celle-ci est une...<br/>carte <i>Action</i>: +1 Action<br/>carte <i>Trésor</i>: +<c>1</c><br/>carte <i>Victoire</i>: +1 Carte	
57	fr	Village minier	Action		<b>+1 Carte<br/>+2 Actions</b><br/><br/>Vous pouvez écarter immédiatement cette carte.<br/>Si vous l'écartez, +<c>2</c>.	
58	fr	Eclaireur	Action		<b>+1 Action</b><br/><br/>Dévoilez les 4 premières cartes de votre deck. Placez les cartes <i>Victoire</i> dévoilées dans votre main. Placez les autres cartes sur le dessus de votre deck dans l'ordre de votre choix.	
59	fr	Duc	Victoire		Vaut <vp>1</vp> pour chaque <i>Duché</i> dans votre deck.	
60	fr	Larbin	Action Attaque		<b>+1 Action</b><br/><br/>Choisissez: +<c>2</c> <b>OU</b> défaussez votre main, +4 Cartes, et tous les autres joueurs qui ont au moins 5 cartes en main défaussent leur main et piochent 4 cartes.	
61	fr	Saboteur	Action Attaque		Tous vos adversaires dévoilent des cartes de leur deck jusqu'à ce qu'ils en dévoilent une coûtant <c>3</c> ou plus. Ils écartent cette carte et peuvent recevoir une carte coûtant au plus <c>2</c> de moins.<br/>Ils défaussent les autres cartes dévoilées.	
62	fr	Bourreau	Action Attaque	Nécessite: Malédiction	<b>+3 Cartes</b><br/><br/>Chacun de vos adversaires choisit:<br/>defausser 2 cartes <b>OU</b> recevoir une carte <i>Malédiction</i> qui est ajoutée à sa main.	
63	fr	Comptoir	Action		Écartez 2 cartes de votre main. Dans ce cas, recevez une carte <i>Argent</i>; ajoutez cette carte à votre main.	
64	fr	Hommage	Action		Le joueur de votre gauche dévoile et défausse les 2 premières cartes de son deck. Pour chaque carte dévoilée ayant un nom différent, recevez pour une...<br/>carte <i>Action</i>: +2 Actions<br/>carte <i>Trésor</i>: +<c>2</c><br/>carte <i>Victoire</i>: +2 Cartes	
65	fr	Mise a niveau	Action		<b>+1 Carte<br/>+1 Action</b><br/><br/>Écartez une carte de votre main.<br/>Recevez une carte coûtant exactement <c>1</c> de plus.	
66	fr	Harem	Trésor Victoire		<big> <c>2</c> <br/> <vp>2</vp> </big>	
67	fr	Nobles	Action Victoire		Choisissez: +3 Cartes <b>OU</b> +2 Actions.<hr/><big> <vp>2</vp> </big>	
68	fr	Prêt	Trésor		<big> <c>1</c> </big><br/><br/>Lorsque vous jouez cette carte, dévoilez des cartes de votre deck jusqu'à ce que vous dévoiliez une carte <i>Trésor</i>. Défaussez ou écartez-la.<br/>Défaussez les autres cartes.	
69	fr	Route commerciale	Action	Nécessite: Jeton Pièce, Le Plateau Route Commerciale.	<b>+1 Achat</b><br/>+<c>1</c> par jeton Pièce sur le plateau Route commerciale.<br/>Écartez une carte de votre main.<hr/>Avant la partie, placez un jeton sur chaque pile de cartes <i>Victoire</i>. Lorsqu'une carte de cette pile est reçue, déplacez le jeton sur le plateau Route Commerciale.	
70	fr	Mirador	Action Reaction		Piochez jusqu'à ce que vous ayiez 6 cartes en main.<hr/>Lorsque vous recevez une carte, vous pouvez dévoiler cette carte de votre main. Dans ce cas, vous pouvez écarter la carte reçue ou la mettre sur le dessus de votre deck.	
71	fr	Évêque	Action	Nécessite: Jeton Victoire	<b>+<c>1</c><br/>+<vp>1</vp></b><br/>Écartez une carte de votre main.<br/>+<vp/> égal à la moitié de son coût en pièces, arrondi à l'unité inférieure.<br/>Tous vos adversaires peuvent écarter une carte de leur main.	
72	fr	Monument	Action	Nécessite: Jeton Victoire	<b>+<c>2</c><br/>+<vp>1</vp></b>	
73	fr	Carrière	Trésor		<big> <c>1</c> </big><hr/>Lorsque cette carte est en jeu, les autres cartes Action coûtent <c>2</c>de moins, mais pas moins de <c>0</c>.	
74	fr	Talisman	Trésor		<big> <c>1</c> </big><hr/>Lorsque cette carte est en jeu et que vous achetez une carte coûtant <c>4</c> ou moins qui n'est pas une carte <i>Victoire</i>, recevez-en un exemplaire de plus.	
75	fr	Village ouvrier	Action		<b>+1 Carte<br/>+2 Actions<br/>+1 Achat</b>	
76	fr	Ville	Action		<b>+1 Carte<br/>+2 Actions</b><br/><br/>S'il y a une pile ou plus de vide dans la réserve, +1 Carte. S'il y a deux piles vides ou plus, +<c>1</c> et +1 Achat.	
77	fr	Contrebande	Trésor		<big> <c>3</c> </big><br/>+1 Achat</b><br/>Lorsque vous jouez cette carte, le joueur à votre gauche nomme une carte. Vous ne pouvez pas acheter cette carte ce tour-ci.	
78	fr	Bureau de comptabilité	Action		Regardez dans votre défausse et dévoilez autant de cartes <i>Cuivre</i> que vous souhaitez de cet endroit.<br/>Prenez ces cartes dans votre main.	
79	fr	Hôtel de la Monnaie	Action		Vous pouvez dévoiler une carte <i>Trésor</i> de votre main. Recevez un exemplaire de cette carte.<hr/>Lorsque vous achetez cette carte, écartez toutes vos cartes <i>Trésor</i> en jeu.	
80	fr	Charlatan	Action Attaque	Nécessite: Malédiction	+<c>2</c><br/><br/>Tous vos adversaires peuvent défausser une carte Malédicition. Ceux qui ne le font pas recoivent une carte Malédicition et une carte <i>Cuivre</i>.	
81	fr	Foule	Action Attaque		<b>+3 Cartes</b><br/><br/>Tous vos adversaires dévoilent les 3 premières cartes de leur deck. Ils défaussent alors les cartes Action et <i>Trésor</i> ainsi dévoilées et replacent les autres sur leur deck, dans l'ordre de leur choix.	
82	fr	Sceau royal	Trésor		<big> <c>2</c> </big><hr/>Lorsque cette carte est en jeu, les cartes que vous recevez peuvent être placées sur votre deck.	
83	fr	Chambre forte	Action		<b>+2 Cartes</b><br/><br/>Défaussez autant de cartes que vous voulez. +<c>1</c> par carte défaussée.<br/>Tous vos adversaires peuvent défausser 2 cartes. Ceux qui défaussent peuvent piocher 1 carte.	
84	fr	Entreprise risquée	Trésor		<b><c>1</c></b><br/><br/>Lorsque vous jouez cette carte, dévoilez des cartes de votre deck jusqu'à ce que vous dévoiliez une carte <i>Trésor</i>.<br/>Défaussez les autres cartes.<br/>Jouez cette carte <i>Trésor</i>.	
85	fr	Fiers-à-bras	Action Attaque	Nécessite: Jeton Victoire	<b>+1 Achat<br/>+<c>2</c></b>Tous vos adversaires défaussent des cartes pour n'avoir que 3 cartes en main.<hr/>Lorsque cette carte est en jeu, +<vp>1</vp> à l'achat d'une carte.	
86	fr	Grand marché	Action		<b>+1 Carte<br/>+1 Action<br/>+1 Achat<br/>+<c>2</c></b><hr/>Vous ne pouvez acheter cette carte que si vous avez des <i>Cuivre</i> en jeu.	
87	fr	Magot	Trésor		<big> <c>2</c> </big><hr/>Lorsque cette carte est en jeu, vous recevez une carte <i>Or</i> à l'achat d'une carte <i>Victoire</i>.	
88	fr	Banque	Trésor		Lorsque vous jouez cette carte, elle vaut <c>1</c> par carte <i>Trésor</i> que vous avez en jeu (incluant celle-ci).	
89	fr	Agrandissement	Action		Écartez une carte de votre main.<br/>Recevez une carte coûtant jusqu'à <c>3</c> de plus que la carte écartée.	
90	fr	Forge	Action		Écartez autant de cartes que vous voulez de votre main. Recevez une carte coûtant exactement le coût total en pièces de toutes les cartes écartées.	
91	fr	Cour du Roi	Action		Vous pouvez choisir une carte <i>Action</i> de votre main. Jouez-la trois fois.	
92	fr	Colporteur	Action		<b>+1 Carte<br/>+1 Action<br/>+<c>1</c></b><hr/>Lors de votre phase Achat, cette carte coûte <c>2</c> de moins par carte <i>Action</i> que vous avez en jeu, au minimum <c>0</c>.	
93	fr	Embargo	Action	Nécessite: Jeton Embargo, Malédiction	<b>+<c>2</c></b><br/>Écartez cette carte. Placez un jeton Embargo sur une pioche de la réserve.<hr/>Lorsqu'un joueur achète une carte, il reçoit une carte <i>Malédiction</i> par jeton Embargo sur cette pille.	
94	fr	Havre	Action Durée		<b>+1 Carte<br/>+1 Action</b><br/><br/>Mettez de côté une carte de votre main, face cachée. Au début de votre prochain tour, ajoutez cette carte à votre main.	
95	fr	Phare	Action Durée		<b>+1 Action<br/>Maintenant et au début de votre prochain tour: +<c>1</c>.</b><hr/>Lorsque cette carte est en jeu, les cartes Attaque jouées par vos adversaires ne vous affectent pas.	
96	fr	Village indigène	Action	Nécessite: Le Plateau Village indigêne	<b>+2 Actions</b><br/>Choisissez: Mettez de côté la première carte de votre deck, face cachée, sur votre plateau Village indigène <b>OU</b> prenez dans votre main toutes les cartes placées sur votre plateau. <br/>Vous pouvez consulter les cartes placées sur votre plateau en tout temps. Replacez-les dans votre deck à la fin de la partie.	
97	fr	Plongeur de perles	Action		<b>+1 Carte<br/>+1 Action</b><br/><br/>Consultez la carte du dessous de votre deck. Vous pouvez la placer sur le dessus.	
98	fr	Ambassadeur	Action Attaque		Dévoilez une carte de votre main.<br/>Replacez, de votre main à la réserve, jusqu'à 2 exemplaires de cette carte. Ensuite, tous vos adversaires reçoivent un exemplaire de cette carte.	
99	fr	Village de pêcheurs	Action Durée		<b>+2 Actions<br/>+<c>1</c></b><br/>Au début de votre prochain tour:<br/><b>+1 Action<br/>+<c>1</c></b>	
100	fr	Vigie	Action		<b>+1 Action</b><br/><br/>Cosultez les 3 premières cartes de votre deck. Écartez-en une.<br/>Défaussez-en une. Placez l'autre sur le dessus de votre deck.	
101	fr	Contrebandiers	Action		Recevez un exemplaire d'une carte coûtant jusqu'à <c>6</c> que le joueur de votre droite a obtenue à son dernier tour.	
102	fr	Entrepôt	Action		<b>+3 Cartes<br/>+1 Action</b><br/><br/>Défaussez 3 cartes.	
103	fr	Caravane	Action Durée		<b>+1 Carte<br/>+1 Action</b><br/><br/>Au début de votre prochain tour:<br/><b>+1 Carte</b>	
104	fr	Coupeur de bourses	Action Attaque		<b>+<c>2</c></b><br/><br/>Tous vos adversaires défaussent une carte <i>Cuivre</i> (sinon ils dévoilent leur main afin que vous puissiez voir qu'ils n'ont pas de carte <i>Cuivre</i>).	
105	fr	Île	Action Victoire	Nécessite: Le Plateau Île	Mettez de côté cette carte et une autre carte de votre main. Remettez-les dans votre deck à la fin de la partie.<hr/><big> <vp>2</vp> </big>	
106	fr	Nagivateur	Action		<b>+<c>2</c></b><br/><br/>Consultez les 5 premières cartes de votre deck. Vous pouvez toutes les défaussez <b>OU</b> toutes les remettres sur le dessus de votre deck dans l'ordre de votre choix.	
107	fr	Bateau pirate	Action Attaque	Nécessite: Jeton Pièce, Le Plateau Pirate	Choisissez: Tous vos adversaires dévoilent les 2 premières cartes de leur deck, écartent une carte <i>Trésor</i> dévoilée de votre choix, défaussent le reste et vous prenez un jeton Pièce s'il y a eu au moins une carte <i>Trésor</i> écartée <b>OU</b> +<c>1</c> pour chaque jeton Pièce que vous avez obtenu avec les Bateau Pirate.	
108	fr	Sauveteur	Action		<b>+1 Achat</b><br/><br/>Écartez une carte de votre main.<br/>+</c> égal au coût de la carte écartée.	
109	fr	Sorcière de mer	Action Attaque	Nécessite: Malédiction	Tous vos adversaires défaussent la première carte de leur deck et recoivent ensuite une carte <i>Malédiction</i> qu'ils placent sur le dessus de leur deck.	
110	fr	Carte aux Trésors	Action		Écartez cette carte ainsi qu'un autre exemplaire de Carte aux <i>Trésor</i>s de votre main. Si vous écartez deux Carte aux <i>Trésor</i>s, recevez 4 cartes <i>Or</i> que vous placez sur le dessus de votre deck.	
111	fr	Bazar	Action		<b>+1 Carte<br/>+2 Actions<br/>+<c>1</c></b>	
112	fr	Explorateur	Action		Vous pouvez dévoiler une carte <i>Province</i> de votre main. Dans ce cas, recevez une carte <i>Or</i> et ajoutez cette carte à votre main. Sinon, recevez une carte <i>Argent</i> et ajoutez cette carte à votre main.	
113	fr	Vaisseau fantôme	Action Attaque		<b>+2 Cartes</b><br/><br/>Tous vos adversaires ayant 4 cartes ou plus en main placent des cartes de leur main sur leur deck jusqu'à ce qu'ils aient 3 cartes en main.	
114	fr	Navire marchand	Action Durée		Maintenant et au début de votre prochain tour: +<c>2</c>.	
115	fr	Avant-poste	Action Durée		Vous ne piochez que 3 cartes (plutôt que 5) lors de la phase Ajustement de ce tour. Vous jouez un tour supplémentaire après celui-ci.<br/>Ceci ne vous permet pas de jouer plus de deux tours consécutifs.	
116	fr	Tacticien	Action Durée		Défaussez votre main.<br/>Si vous avez défaussé au moins une carte de cette façon, au début de votre prochain tour vous obtenez : +5 Cartes, +1 Achat et +1 Action.	
117	fr	Trésorerie	Action		<b>+1 Carte<br/>+1 Action<br/>+<c>1</c></b><hr/>Lorsque vous défaussez cette carte de votre zone de jeu, vous pouvez la placer sur le dessus de votre deck si vous n'avez pas acheté de carte <i>Victoire</i> ce tour-ci.	
118	fr	Quai	Action Durée		Maintenant et au début de votre prochain tour:<br/><br/><b>+2 Cartes<br/>+1 Achat</b>	
119	fr	Hospice	Action		<b>+<c>4</c></b><br/><br/>Dévoilez votre main.<br/>-<c>1</c> par carte <i>Trésor</i> dans votre main, jusqu'à un minimum de <c>0</c>.	
120	fr	Mendiant	Action Reaction		Recevez 3 cartes <i>Cuivre</i> que vous ajoutez à votre main.<hr/> Lorsqu'un adversaire joue une carte <i>Attaque</i>, vous pouvez défausser cette carte. Dans ce cas, recevez 2 cartes <i>Argent</i> et placez-en une sur votre deck.	
121	fr	Écuyer	Action		<b>+<c>1</c></b><br/>Choisissez: +2 Actions, <b>OU</b> +2 Achats, <b>OU</b> recevez un <i>Argent</i>.<hr/>Lorsque vous écartez cette carte, recevez une carte <i>Attaque</i>.	
122	fr	Vagabond	Action		<b>+1 Carte<br/>+1 Action</b><br/><br/>Dévoilez la première carte de votre deck. S'il s'agit d'une carte Malédicition, Ruines, Refuge ou <i>Victoire</i>, ajoutez-la à votre main.	
123	fr	Cueilleur	Action		<b>+1 Action<br/>+1 Achat</b><br/><br/>Écartez une carte de votre main. +<c>1</c> par carte <i>Trésor</i> ayant un nom différent dans le Rebut.	
124	fr	Ermite	Action	Nécessite: Fou	Consultez votre défausse.<br/>Vous pouvez écarter une carte non-<i>Trésor</i> de votre défausse ou de votre main.<br/>Recevez une carte coûtant jusqu'à <c>3</c>. <hr/> Lorsque vous défaussez cette carte de votre zone de jeu, si vous n'avez pas acheté de carte ce tour-ci, écartez cette carte et recevez un Fou de la pile.	
125	fr	Place du marché	Action Reaction		<b>+1 Carte<br/>+1 Action<br/>+1 Achat</b><hr/>Lorsqu'une de vos cartes est écartée, vous pouvez défausser cette carte de votre main. Dans ce cas, recevez une carte <i>Or</i>.	
126	fr	Sage	Action		<b>+1 Action</b><br/>Déviolez des cartes de dessus de votre deck jusqu'à ce que vous dévoiliez une carte coûtant <c>3</c> ou plus. Prenez cette carte en main et défaussez le reste.	
127	fr	Salle d'entreposage	Action		<b>+1 Achat</b><br/>Défaussez le nombre de cartes que vous voulez.<br/>+1 Carte par carte défaussée.<br/>Défaussez le nombre de cartes que vous voulez.<br/>+<c>1</c> par carte défaussée la seconde fois.	
128	fr	Orphelin	Action Attaque	Nécessite: Mercenaire	<b>+1 Carte<br/>+1 Action</b><br/>Tous vos adversaires défaussent pour n'avoir que 4 cartes en main.<hr/> Lorsque vous jouez une autre carte <i>Attaque</i> et que cette carte Orphelin est en jeu, vous pouvez écarter cette dernière. Dans ce cas, recevez un Mercenaire de la pile.	
129	fr	Armurerie	Action		Recevez une carte coûtant jusqu'à <c>4</c> et placez-la sur votre deck.	
130	fr	Charrette de cadavres	Action Attaque	Nécessite: Ruins	<b>+<c>5</c></b><br/>Vous pouvez écarter une carte <i>Action</i> de votre main. Si vous ne le faites pas, écartez cette carte-ci.<hr/>Lorsque vous recevez cette carte, recevez 2 cartes Ruine.	
131	fr	Fief	Victoire		Vaut <vp>1</vp> pour chaque tranche de 3 cartes <i>Argent</i> dans votre deck <br/>(arrondie à l'unité inférieure).<hr/>Lorsque vous écartez cette carte, recevez 3 cartes <i>Argent</i>.	
132	fr	Forteresse	Action		<b>+1 Carte<br/>+2 Actions</b><hr/>Lorsque vous écartez cette carte, reprenez-la dans votre main.	
133	fr	Ferronnier	Action Attaque		<b>+1 Carte<br/>+1 Action</b><br/>Dévoilez la première carte de votre deck; vous pouvez la défausser. Dans tous les cas, si c'est une...<br/>carte <i>Action</i>: +1 Action<br/>carte <i>Trésor</i>: +<c>1</c><br/>carte <i>Victoire</i>: +1 Carte	
134	fr	Maraudeur	Action Attaque Pillard	Nécessite: Ruins, Butin	Recevez une carte Butin de la pile. Tous vos adversaires recoivent une carte Ruines.	
135	fr	Procession	Action		Vous pouvez jouer une carte <i>Action</i> de votre main deux fois. Écartez-la. <br/>Recevez une carte <i>Action</i> coûtant exactement <c>1</c> de plus que cette carte.	
136	fr	Rats	Action		<b>+1 Carte<br/>+1 Action</b><br/>Recevez une carte Rats. Exartez une carte de votre main, qui n'est pas une carte Rats (ou dévoilez une main de Rats). <hr/>Lorsque vous écartez cette carte, +1 Carte.	
137	fr	Pilleur	Action		<b>+<c>2</c></b><br/><br/>Vous pouvez mettre votre deck dans votre défausse. Consultez votre défausse et placez une de ces cartes sur le dessus de votre deck.	
138	fr	Ménestrel errant	Action		<b>+1 Carte<br/>+2 Actions</b><br/><br/>Dévoilez les 3 premières cartes de votre deck. Replacez les cartes Action sur le dessus, dans l'ordre de votre choix, et défaussez le reste.	
139	fr	Malfaiteurs	Action		Lorsque vous jouez cette carte, choisissez dans la réserve une carte <i>Action</i> moins coûteuse. Jusqu'à ce que cette carte Malfaiteurs ne soit plus en jeu, elle agit comme la carte choisie.	
140	fr	Camp de bandits	Action	Nécessite: Butin	<b>+1 Carte<br/>+2 Actions</b><br/><br/>Recevez une carte Butin de la pile Butin.	
141	fr	Catacombes	Action		Consultez les 3 premières cartes de votre deck.<br/> Choisissez: Ajoutez-les à votre main <b>OU</b> défaussez-les et +3 Cartes.<hr/>Lorsque vous écartez cette carte, recevez une carte moins coûteuse.	
142	fr	Comte	Action		Choisissez: Défaussez 2 cartes, <b>OU</b> placez une carte de votre main sur le dessus de votre deck, <b>OU</b> recevez un <i>Cuivre</i>.<br/><br/>Choisissez: +<c>3</c>, <b>OU</b> écartez votre main, <b>OU</b> recevez un <i>Duché</i>.	
