_id	language	name	type	requires	text	rules
132	jp	요새 	Action			
133	jp	철물상 	Action Attack			
134	jp	습격자 	Action Attack Looter			
135	jp	행렬 	Action			
136	jp	쥐떼 	Action			
137	jp	쓰레기 뒤지는 사람 	Action			
138	jp	방랑 시인 	Action			
139	jp	부적응자 	Action			
140	jp	산적 소굴 	Action			
141	jp	납골당 	Action			
142	jp	백작 	Action			
143	jp	위조 	Treasure			
144	jp	광신도 	Action Attack Looter			
145	jp	도굴꾼 	Action			
146	jp	고물상 	Action			
147	jp	기사 	Action Attack Knight			
148	jp	신비주의자 	Action			
149	jp	강탈 	Action Attack			
150	jp	재건축 	Action			
151	jp	방랑자 	Action			
152	jp	제단 	Action			
153	jp	사냥터 	Action			
154	jp	村落 	Action			
155	jp	占い師 	Action Attack			
156	jp	移動動物園 	Action			
157	jp	農村 	Action			
158	jp	馬商人 	Action Reaction			
159	jp	再建 	Action			
160	jp	馬上槍試合 	Action			
161	jp	魔女娘 	Action Attack			
162	jp	収穫 	Action			
163	jp	豊穣の角笛 	Treasure			
164	jp	狩猟団 	Action			
165	jp	道化師 	Action Attack			
166	jp	品評会 	Victory			
167	jp	蝋燭職人 	Action			
168	jp	石工 	Action			
169	jp	医者 	Action			
170	jp	名品 	Treasure			
171	jp	助言者 	Action			
172	jp	広場 	Action			
173	jp	収税吏 	Action Attack			
174	jp	伝令官 	Action			
175	jp	パン屋 	Action			
176	jp	肉屋 	Action			
177	jp	熟練工 	Action			
178	jp	商人ギルド 	Action			
179	jp	預言者 	Action Attack			
180	jp	岐路 	Action			
181	jp	公爵夫人 	Action			
182	jp	愚者の黄金 	Treasure Reaction			
183	jp	開発 	Action			
184	jp	オアシス 	Action			
185	jp	神託 	Action Attack			
186	jp	画策 	Action			
187	jp	坑道 	Victory Reaction			
188	jp	よろずや 	Action			
189	jp	義賊 	Action Attack			
190	jp	遊牧民の野営地 	Action			
191	jp	シルクロード 	Victory			
192	jp	香辛料商人 	Action			
193	jp	交易人 	Action Reaction			
194	jp	埋蔵金 	Treasure			
195	jp	地図職人 	Action			
196	jp	大使館 	Action			
197	jp	値切り屋 	Action			
198	jp	街道 	Action			
199	jp	不正利得 	Treasure			
200	jp	宿屋 	Action			
201	jp	官吏 	Action			
202	jp	辺境伯 	Action Attack			
203	jp	厩舎 	Action			
204	jp	国境の村 	Action			
205	jp	農地 	Victory			
206	jp	王子 	Action			
207	jp	法貨 	Treasure Reserve			
208	jp	騎士見習い 	Action Traveller			
209	jp	農民 	Action Traveller			
210	jp	鼠捕り 	Action Reserve			
211	jp	倒壊 	Action			
212	jp	魔除け 	Action Duration			
213	jp	隊商の護衛 	Action Duration Reaction			
214	jp	地下牢 	Action Duration			
215	jp	道具 	Action Duration			
216	jp	案内人 	Action Reserve			
217	jp	複製 	Action Reserve			
218	jp	カササギ 	Action			
219	jp	使者 	Action			
220	jp	守銭奴 	Action			
221	jp	港町 	Action			
222	jp	山守 	Action			
223	jp	変容 	Action Reserve			
224	jp	工匠 	Action			
225	jp	橋の下のトロル 	Action Attack Duration			
226	jp	遠隔地 	Action Reserve Victory			
227	jp	巨人 	Action Attack			
228	jp	呪いの森 	Action Attack Duration			
229	jp	失われた都市 	Action			
230	jp	遺物 	Treasure Attack			
231	jp	御料車 	Action Reserve			
232	jp	語り部 	Action			
233	jp	沼の妖婆 	Action Attack Duration			
234	jp	掘出物 	Treasure			
235	jp	ワイン商 	Action Reserve			
236	jp	雇人 	Action Duration			
237	jp	施し 	Event			
238	jp	借入 	Event			
239	jp	探索 	Event			
240	jp	保存 	Event			
241	jp	偵察隊 	Event			
242	jp	移動遊園地 	Event			
243	jp	焚火 	Event			
244	jp	探検 	Event			
245	jp	渡し船 	Event			
246	jp	立案 	Event			
247	jp	使節団 	Event			
248	jp	巡礼 	Event			
249	jp	舞踏会 	Event			
250	jp	奇襲 	Event			
251	jp	海路 	Event			
252	jp	交易 	Event			
253	jp	失われた技術 	Event			
254	jp	鍛錬 	Event			
255	jp	相続 	Event			
256	jp	誘導 	Event			
