_id	language	name	type	requires	text	rules
20	es	Espía	Acción Ataque		<b>+1 Carta<br/>+1 Acción</b><br/><br/>Cada jugador (incluso tú) revela la carta superior de su mazo y tú decides si la descarta o la devuelve a su sitio.	El Espía hace que todos los jugadores (hasta el que juega la Carta) revelen la Carta superior de su Mazo. Pero antes de hacerlo, debes robar la Carta que te otorga el Espía. Los jugadores que no tengan Cartas en su Mazo tendrán que barajar su Pila de Descartes para tener alguna Carta que revelar. Si alguien siguiera sin Cartas, no tendría que revelar ninguna. Si los jugadores deciden hacerlo en orden, primero revelas tú la Carta y luego se sigue en sentido horario. Las Cartas reveladas que no se descarten, se devuelven a la parte superior de los Mazos de los jugadores.
21	es	Ladrón	Acción Ataque		Cada jugador (menos tú) revela las 2 cartas superiores de su mazo y elimina 1 carta de Tesoro entre las reveladas (a elección tuya).<br/>Puedes ganar los Tesoros eliminados que quieras. Las demás cartas reveladas se descartan.	Un jugador que sólo tenga una Carta en su Mazo, revela esa carta, baraja la Pila de Descartes (sin incluir la Carta revelada) para formar un nuevo Mazo, y revela la otra Carta. Si no tuviera Cartas suficientes después de barajar, sólo tendrá que revelar una Carta. Cada jugador elimina la Carta de Tesoro que tú decidas, gananado, además, los Tesoros eliminados en este Turno que te interesen. Los Tesoros que hayas robado van a tu Pila de Descartes; el resto son eliminados.
22	es	Salón del trono	Acción		Elige una carta de Acción de tu mano. Juégala 2 veces.	Escoges una Carta de Acción de tu mano, la juegas, y la vuelves a jugar. El segundo uso de la Carta de Acción no consume ninguna Acción extra que pudieras tener. Desbes resolver completamente la Acción la primera vez antes de hacerlo la segunda. Puedes jugar un Salón del Trono sobre otro para jugar una Acción y hacerla dos veces, y para jugar otra Acción y hacerla dos veces (no para jugar la misma Acción cuatro veces). Si la juegas con una Carta que te da +1 Acción (un Mercado), terminarás con +2 Acciones. No puedes jugar otra Acción en medio de la Acción que se repite gracias a un Salón del Trono.
23	es	Sala del consejo	Acción		<b>+4 Cartas<br/>+1 Compra</b><br/><br/>Los demás jugadores roban una carta cada uno.	Los demás jugadores tienen que robar 1 Carta de su Mazo, quieran o no. Si fuera necesario, tendrán que barajar su Pila de Descartes para formar un nuevo Mazo.
24	es	Festival	Acción		<b>+2 Acciones<br/>+1 Compra<br/>+<c>2</c></b>	Si estás jugando varias Cartas de Festival, lleva bien la cuenta de las Acciones que te faltan. Suele funcionar muy bien ir diciendo en voz alta las Acciones que restantes.
25	es	Laboratorio	Acción		<b>+2 Cartas<br/>+1 Acción</b>	Robas 2 Cartas de tu Mazo. Y puedes jugar otra Carta de Acción durante tu Fase de Acción.
26	es	Biblioteca	Acción		Roba cartas de una en una hasta tener 7 cartas en la mano. Puedes ir apartando las cartas de Acción que vayas sacando.<br/>Cuando termines, descarta las cartas que hayas apartado.	Si tienes que barajar en medio de la Acción, hazlo, pero sin barajar las Cartas que hayas apartado, puesto que estasa Cartas no irán a la Pila de Descartes hasta que hayas terminado de robar Cartas. Si se terminan las Cartas después de barajar, sólo conseguirás las Cartas disponibles. No estás obligado a apartar las Acciones (tú decides si apartas la Acción o te la quedas). Si ya tienes 7 Cartas en la mano (o más) después de jugar la Biblioteca, no podrás robar Cartas.
27	es	Mercado	Acción		<b>+1 Carta<br/>+1 Acción<br/>+1 Compra<br/>+<c>1</c></b>	Robas 1 Carta. Puedes jugar otra Carta de Acción durante tu Fase de Acción. En tu Fase de Compra, puedes comprar una Carta adicional del Suministro, añadiendo 1 moneda al valor total de las Cartas de Tesoro que juegues.
28	es	Mina	Acción		Elimina una carta de Tesoro de tu mano. Gana una carta de Tesoro que cueste <c>3</c> más.<br/>La carta ganada va directamente a tu mano.	Generalmente, eliminarás una Carta de Cobre para ganar una de Plata, o eliminarás una de Plata para ganar una de Oro. Aunque también podrías eliminar un Tesoro para ganar el mismo Tesoro o uno de menor valor. La Carta ganada va a tu mano, con lo que podrás gastarla en el mismo Turno. Si no tienes una Carta de Tesoro en tu mano para eliminar, tampoco ganas nada.
29	es	Bruja	Acción Ataque		<b>+2 Cartas</b><br/><br/>Cada uno de los demás jugadores gana una carta de Maldición.	Si no hubiera suficientes Maldiciones para repartir a los jugadores, repartes las que haya empezando por el jugador siguiente a ti. Si no queda ninguna Maldición cuando juegas la Bruja, todavía puedes robar 2 Cartas. El jugador que recibe una Maldición debe colocar la Carta en su Pila de Descartes.
30	es	Aventurero	Acción		Levanta cartas de tu mazo hasta que descubras 2 Cartas de Tesoro.<br/>Coloca los Tesoros en tu mano y descarta las demás cartas.	Si tienes que barajar en medio de la Acción, hazlo, pero no barajes las Cartas que hayas revelado, puesto que estas Cartas no irán a la Pila de Descartes hasta que hayas terminado de revelar Cartas. Si se terminan las Cartas después de barajar y sólo ha salido un Tesoro, ese Tesoro será todo lo que consigas.
31	es	Herbalista 	Acción			
32	es	Aprendiz 	Acción			
33	es	Transmutar 	Acción			
34	es	Viñedo 	Victoria			
35	es	Boticario 	Acción			
36	es	Hidromancia 	Acción Ataque			
37	es	Universidad 	Acción			
38	es	Alquimista 	Acción			
39	es	Familiar 	Acción Ataque			
40	es	Piedra Filosofal 	Treasure			
41	es	Golem 	Acción			
42	es	Posesión 	Acción			
43	es	Patio 	Acción			
44	es	Peón 	Acción			
45	es	Cámara Secreta 	Acción Reacción			
46	es	Gran Sala 	Acción Victoria			
47	es	Mascarada 	Acción			
48	es	Chabolas 	Acción			
49	es	Mayordomo 	Acción			
50	es	Embaucador 	Acción Ataque			
51	es	Pozo de los Deseos 	Acción			
52	es	Barón 	Acción			
53	es	Puente 	Acción			
54	es	Conspirador 	Acción			
55	es	Artesano del Cobre 	Acción			
56	es	Fundición 	Acción			
57	es	Aldea Minera 	Acción			
58	es	Explorador 	Acción			
59	es	Duque 	Victoria			
60	es	Esbirro 	Acción Ataque			
61	es	Saboteador 	Acción Ataque			
62	es	Torturador 	Acción Ataque			
63	es	Puesto Comercial 	Acción			
64	es	Tributo 	Acción			
65	es	Mejora 	Acción			
66	es	Harén 	Treasure Victory			
67	es	Nobles 	Acción Victoria			
68	es	Préstamo 	Treasure			
69	es	Ruta comercial 	Acción			
70	es	Atalaya 	Acción Reacción			
71	es	Obispo 	Acción			
72	es	Monumento 	Acción			
73	es	Cantera 	Treasure			
74	es	Talismán 	Treasure			
75	es	Pueblo de Trabajadores 	Acción			
76	es	Ciudad 	Acción			
77	es	Contrabando 	Treasure			
78	es	Casa de cuentas 	Acción			
79	es	Acuñador 	Acción			
80	es	Charlatán 	Acción Ataque			
81	es	Chusma 	Acción Ataque			
82	es	Sello Real 	Treasure			
83	es	Cripta 	Acción			
84	es	Especulación 	Treasure			
85	es	Matones 	Acción Ataque			
86	es	Gran Mercado 	Acción			
87	es	Tesoro escondido 	Treasure			
88	es	Banco 	Treasure			
89	es	Expansión 	Acción			
90	es	Forja 	Acción			
91	es	Corte Real 	Acción			
92	es	Buhonero 	Acción			
93	es	Embargo 	Acción			
94	es	Puerto 	Action Duration			
95	es	Faro 	Action Duration			
96	es	Poblado Indígena 	Acción			
97	es	Pescador de Perlas 	Acción			
98	es	Embajador 	Acción Ataque			
99	es	Pueblo de Pescadores 	Action Duration			
100	es	Vigía 	Acción			
101	es	Contrabandistas 	Acción			
102	es	Almacén 	Acción			
103	es	Caravana 	Action Duration			
104	es	Ratero 	Acción Ataque			
105	es	Isla 	Acción Victoria			
106	es	Navegante 	Acción			
107	es	Barco Pirata 	Acción Ataque			
108	es	Rescatador 	Acción			
109	es	Bruja del Mar 	Acción Ataque			
110	es	Mapa del Tesoro 	Acción			
111	es	Bazar 	Acción			
112	es	Exploradora 	Acción			
113	es	Barco Fantasma 	Acción Ataque			
114	es	Barco Mercante 	Action Duration			
115	es	Puesto Avanzado 	Action Duration			
116	es	Estratega 	Action Duration			
117	es	Tesorería 	Acción			
118	es	Muelle 	Action Duration			
119	es	Hospicio 	Acción			
120	es	Mendigo 	Acción Reacción			
121	es	Escudero 	Acción			
122	es	Vagabundo 	Acción			
123	es	Merodeador 	Acción			
124	es	Ermitaño 	Acción			
125	es	Plaza del Mercado 	Acción Reacción			
126	es	Sabio 	Acción			
127	es	Depósito 	Acción			
128	es	Pillastre 	Acción Ataque			
129	es	Armería 	Acción			
130	es	Carro de los Muertos 	Acción Ataque			
131	es	Feudo 	Victoria			
132	es	Fortaleza 	Acción			
133	es	Ferretero 	Acción Ataque			
134	es	Salteador 	Action Attack Looter			
135	es	Procesión 	Acción			
136	es	Ratas 	Acción			
137	es	Carroñero 	Acción			
138	es	Juglar 	Acción			
139	es	Banda de Rufianes 	Acción			
140	es	Campamento de Bandidos 	Acción			
141	es	Catacumbas 	Acción			
142	es	Conde 	Acción			
143	es	Falsificación 	Treasure			
144	es	Sectario 	Action Attack Looter			
145	es	Ladrón de Tumbas 	Acción			
146	es	Chatarrero 	Acción			
147	es	Caballero 	Action Attack Knight			
148	es	Pitonisa 	Acción			
149	es	Pillaje 	Acción Ataque			
150	es	Reconstruir 	Acción			
151	es	Granuja 	Acción			
152	es	Altar 	Acción			
153	es	Coto de Caza 	Acción			
154	es	Caserío 	Acción			
155	es	Adivinadora 	Acción Ataque			
156	es	Colección de Animales 	Acción			
157	es	Poblado Agrícola 	Acción			
158	es	Tratantes de Caballos 	Acción Reacción			
159	es	Reconstrucción 	Acción			
160	es	Torneo 	Acción			
161	es	Bruja Joven 	Acción Ataque			
162	es	Cosecha 	Acción			
163	es	Cornucopia 	Treasure			
164	es	Cacería 	Acción			
165	es	Bufón 	Acción Ataque			
166	es	Recinto Ferial 	Victoria			
180	es	Encrucijada 	Acción			
181	es	Duquesa 	Acción			
182	es	Oro Falso 	Treasure Reaction			
183	es	Desarrollo 	Acción			
184	es	Oasis 	Acción			
185	es	Oráculo 	Acción Ataque			
186	es	Confabulación 	Acción			
187	es	Túnel 	Victory Reaction			
188	es	Chico para Todo 	Acción			
189	es	Bandido Honrado 	Acción Ataque			
190	es	Campamento Nómada 	Acción			
191	es	Ruta de la Seda 	Victoria			
192	es	Mercader de Especias 	Acción			
193	es	Comerciante 	Acción Reacción			
194	es	Hallazgo 	Treasure			
195	es	Cartógrafo 	Acción			
196	es	Embajada 	Acción			
197	es	Regateador 	Acción			
198	es	Carretera 	Acción			
199	es	Dinero Sucio 	Treasure			
200	es	Posada 	Acción			
201	es	Mandarín 	Acción			
202	es	Margrave 	Acción Ataque			
203	es	Caballerizas 	Acción			
204	es	Pueblo Fronterizo 	Acción			
205	es	Tierra de Labranza 	Victoria			
206	es	Príncipe 	Acción			
